batch_size=256
discount_factor=0.99
epsilon=1.0
epsilon_min=0.005
epsilon_steps=5000
hidden_sizes=[]
learning_rate=0.001
train_start=100
opponent=random0.5
Round 225: win - win rate: 34.96%, avg reward: -67.04
Round 226: lose - 5 cards left - win rate: 35.24%, avg reward: -66.7
Round 227: win - win rate: 35.09%, avg reward: -66.77
Round 228: lose - 11 cards left - win rate: 35.37%, avg reward: -66.45
Round 229: lose - 9 cards left - win rate: 35.22%, avg reward: -66.74
Round 230: win - win rate: 35.06%, avg reward: -66.89
Round 231: lose - 4 cards left - win rate: 35.34%, avg reward: -66.22
Round 232: win - win rate: 35.19%, avg reward: -66.16
Round 233: win - win rate: 35.47%, avg reward: -65.67
Round 234: lose - 3 cards left - win rate: 35.74%, avg reward: -64.99
Round 235: win - win rate: 35.59%, avg reward: -64.76
Round 236: win - win rate: 35.86%, avg reward: -64.2
Round 237: lose - 3 cards left - win rate: 36.13%, avg reward: -63.77
Round 238: win - win rate: 35.98%, avg reward: -63.65
Round 239: win - win rate: 36.25%, avg reward: -63.18
Round 240: win - win rate: 36.51%, avg reward: -62.75
Round 241: lose - 4 cards left - win rate: 36.78%, avg reward: -62.31
Round 242: win - win rate: 36.63%, avg reward: -62.13
Round 243: win - win rate: 36.89%, avg reward: -61.76
Round 244: win - win rate: 37.14%, avg reward: -61.44
Round 245: win - win rate: 37.4%, avg reward: -60.92
Round 246: win - win rate: 37.65%, avg reward: -60.66
Round 247: win - win rate: 37.9%, avg reward: -60.21
Round 248: lose - 1 cards left - win rate: 38.15%, avg reward: -59.83
Round 249: win - win rate: 38.0%, avg reward: -59.6
Round 250: win - win rate: 38.25%, avg reward: -59.06
Round 251: lose - 2 cards left - win rate: 38.49%, avg reward: -58.73
Round 252: win - win rate: 38.34%, avg reward: -58.51
Round 253: lose - 2 cards left - win rate: 38.58%, avg reward: -58.05
Round 254: win - win rate: 38.43%, avg reward: -57.85
Round 255: lose - 1 cards left - win rate: 38.67%, avg reward: -57.45
Round 256: win - win rate: 38.52%, avg reward: -57.26
Round 257: win - win rate: 38.76%, avg reward: -56.81
Round 258: win - win rate: 39.0%, avg reward: -56.56
Round 259: lose - 4 cards left - win rate: 39.23%, avg reward: -55.92
Round 260: win - win rate: 39.08%, avg reward: -55.85
Round 261: lose - 2 cards left - win rate: 39.31%, avg reward: -55.48
Round 262: lose - 3 cards left - win rate: 39.16%, avg reward: -55.3
Round 263: win - win rate: 39.02%, avg reward: -55.19
Round 264: lose - 2 cards left - win rate: 39.25%, avg reward: -54.9
Round 265: win - win rate: 39.1%, avg reward: -54.74
Round 266: lose - 4 cards left - win rate: 39.33%, avg reward: -54.27
Round 267: lose - 5 cards left - win rate: 39.18%, avg reward: -54.29
Round 268: win - win rate: 39.03%, avg reward: -54.21
Round 269: win - win rate: 39.26%, avg reward: -53.87
Round 270: lose - 3 cards left - win rate: 39.48%, avg reward: -53.5
Round 271: win - win rate: 39.34%, avg reward: -53.35
Round 272: lose - 3 cards left - win rate: 39.56%, avg reward: -52.89
